ENTIDAD	NOM_ENT	MUN	NOM_MUN	LOC	NOM_LOC	LONGITUD	LATITUD	ALTITUD	P_TOTAL	P_MAS	P_FEM	P_0A4_AN	P_0A4_MA	P_0A4_FE	P_0A14_A	P_0A14_MA	P_0A14_FE	P_5_AN	P_5YMAS	P_5YMAS_M	P_5YMAS_F	P_6A11_AN	P_6A14_AN	P_6A14_M	P_6A14_F	P_12A14_AN	P_12YMAS	P_15YMAS	P_15YMAS_M	P_15YMAS_F	P_15A24	P_F_15A49	P_15A59	P_15A59_M	P_15A59_F	P_18YMAS	P_M_18YMAS	P_F_18YMAS	P_60YMAS	P_M_60YMAS	P_F_60YMAS	P_65YMAS	P_65YMAS_M	P_65YMAS_F	REL_H_M	PROM_HNV	P_RE2000	P_OE2000	P_M_OE2000	P_F_OE2000	P_EU2000	P_SINDER	P_DERE	P_IMSS	P_ISSSTE	P_SEGPOP	P_8A14AN	P_M_8A14AN	P_F_8A14AN	P_15MAAN	P_M_15MAAN	P_F_15MAAN	P_5_NOAE	P_M_5_NOAE	P_F_5_NOAE	P_6A11_NOA	P6A14NOA	PM_6A14NOA	PF_6A14NOA	P12A14_NOA	P_15A24A	P_M_15A24A	P_F_15A24A	P15YMASE	PM_15YMASE	PF_15YMASE	P15YM_EBIN	PM15YMEBIN	PF15YMEBIN	P15YM_EBC	PM15YM_EBC	PF15YM_EBC	P15YMAPB	PM_15YMAPB	PF_15YMAPB	GRAPROES	GRADOES_M	GRADOES_F	P5YMAHLI	P5YMAHLI_M	P5YMAHLI_F	P5YMALINE	PM5YMALINE	PF5YMALINE	P5YMALIES	PMYMALIES	PFYMALIES	P_HOG_IND	TOT_HOG	HOGAR_JM	HOGAR_JF	P_HOGAR	P_HOG_JM	P_HOG_JF	T_VIVHAB	VIVPARHA	O_VIVPAR	PRO_VIPA	PRO_C_VP	VPH_PIDT	VPH_CON_PT	VPH_1DOR	VPH_2YMASD	VPH_1CUA	VPH_2CUA	VPH_3YMASC	VPH_EXCSA	VPH_AGDV	VPH_NOAG	VPH_DREN	VPH_NODREN	VPH_ENEL	VPH_DREE	VPH_NADE	VPH_SBIE	VPH_TV	VPH_REFR	VPH_LAVA	VPH_PC	
01	Aguascalientes	001	Aguascalientes	0176	La Chiripa	1021000   	214559    	2000      	4	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0182	Dolores	1022218   	213953    	1810      	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0183	Los Dolores	1021444   	215025    	1965      	19	9	10	3	0	3	9	2	7	0	16	9	7	5	6	2	4	1	11	10	7	3	3	2	9	6	3	9	6	3	1	1	0	0	0	0	90	5	16	0	0	0	0	7	12	5	0	0	0	0	0	2	2	0	0	0	0	1	2	0	2	1	0	0	0	1	1	0	8	5	3	1	1	0	0	0	0	4.30	4.71	3.33	0	0	0	0	0	0	0	0	0	0	3	3	0	19	19	0	3	3	19	6.33	2.71	3	0	2	1	0	2	1	1	0	3	0	3	0	0	3	3	0	0	0	0	
01	Aguascalientes	001	Aguascalientes	0190	El Duraznillo	1020956   	214651    	2000      	306	155	151	37	21	16	124	67	57	7	267	132	135	50	80	44	36	30	210	180	86	94	73	80	163	77	86	153	70	83	17	9	8	13	6	7	102.65	3.61	261	1	0	1	5	71	230	15	0	215	3	3	0	35	17	18	1	1	0	1	4	4	0	3	20	8	12	30	16	14	90	45	45	41	20	21	17	5	12	5.43	4.98	5.84	1	0	1	0	0	0	1	0	1	0	59	49	10	306	264	42	53	53	306	5.77	1.62	51	1	13	39	1	10	41	39	50	2	33	19	51	33	1	1	50	45	41	1	
01	Aguascalientes	001	Aguascalientes	0191	Los Durón	1020810   	214600    	1900      	156	75	81	16	11	5	50	28	22	2	139	63	76	21	32	16	16	11	116	105	46	59	25	43	88	40	48	93	41	52	17	6	11	13	5	8	92.59	2.51	137	0	0	0	2	40	112	4	0	108	0	0	0	25	11	14	0	0	0	0	1	1	0	1	5	3	2	18	7	11	70	33	37	11	4	7	6	2	4	4.12	3.54	4.60	0	0	0	0	0	0	0	0	0	0	39	31	8	156	140	16	32	32	156	4.88	1.33	27	4	9	22	2	7	22	24	30	1	24	7	31	23	0	2	29	25	12	1	
01	Aguascalientes	001	Aguascalientes	0192	Granja el Edén	1021958   	215210    	1850      	9	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0201	Bodegas Brande Vin	1022047   	215358    	1900      	4	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0207	Valle Redondo	1022111   	215242    	1860      	15	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0209	La Fortuna	1021949   	215000    	1850      	31	13	18	5	2	3	8	3	5	1	26	11	15	1	2	1	1	1	24	23	10	13	12	11	21	9	12	19	9	10	2	1	1	1	1	0	72.22	4.22	26	0	0	0	0	10	21	20	0	1	0	0	0	5	3	2	0	0	0	1	1	0	1	0	3	1	2	0	0	0	12	6	6	5	1	4	2	1	1	6.16	5.63	6.55	0	0	0	0	0	0	0	0	0	0	7	7	0	31	31	0	7	7	31	4.43	1.29	7	0	3	4	0	1	6	5	0	7	5	2	7	0	0	0	7	7	4	0	
01	Aguascalientes	001	Aguascalientes	0212	Lomas del Gachupín	1021433   	215124    	1940      	20	8	12	4	1	3	8	1	7	1	16	7	9	2	3	0	3	1	13	12	7	5	6	4	12	7	5	11	7	4	0	0	0	0	0	0	66.67	3.60	15	1	1	0	0	2	18	14	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	2	2	3	1	2	4	3	1	7.83	8.29	7.20	0	0	0	0	0	0	0	0	0	0	5	5	0	20	20	0	5	5	20	4	0.95	5	0	2	3	0	1	4	5	5	0	5	0	5	5	0	0	5	4	4	0	
01	Aguascalientes	001	Aguascalientes	0213	Rancho el Carmen (Gallinas Güeras)	1020621   	214612    	1990      	12	6	6	1	1	0	2	2	0	0	11	5	6	0	1	1	0	1	11	10	4	6	5	4	9	3	6	9	4	5	1	1	0	1	1	0	100	1.17	11	0	0	0	0	7	5	5	0	0	0	0	0	4	3	1	0	0	0	0	0	0	0	0	1	0	1	4	3	1	2	0	2	4	1	3	0	0	0	4.80	2.25	6.50	0	0	0	0	0	0	0	0	0	0	3	3	0	12	12	0	3	3	12	4	0.86	3	0	1	2	0	0	3	0	2	1	0	3	3	0	0	0	3	3	2	0	
01	Aguascalientes	001	Aguascalientes	0216	La Gloria	1022230   	214920    	1840      	7	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0226	Hacienda Nueva	1022132   	215427    	1880      	495	247	248	70	32	38	185	86	99	10	423	214	209	67	105	47	58	38	346	308	160	148	98	124	277	145	132	281	146	135	31	15	16	23	11	12	99.60	2.63	411	10	5	5	2	182	311	239	11	64	3	1	2	35	13	22	1	1	0	4	7	5	2	3	18	7	11	33	12	21	159	82	77	81	52	29	32	13	19	6.25	6.36	6.12	0	0	0	0	0	0	0	0	0	0	103	93	10	495	456	39	90	90	495	5.50	1.44	89	1	29	61	2	16	72	90	90	0	90	0	90	90	0	0	86	83	76	5	
01	Aguascalientes	001	Aguascalientes	0227	La Haciendita (La Esperanza)	1022705   	214109    	1800      	7	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0228	La Herrada	1021245   	215427    	1960      	5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0230	Rancho Don Abraham	1022044   	215333    	1880      	5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0231	Los Hoyos (Puerta de los Hoyos)	1021159   	214518    	1960      	7	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0236	Las Jaboneras	1020701   	214445    	1970      	3	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0237	Jaltomate	1020845   	220055    	1920      	2090	979	1111	234	113	121	744	352	392	55	1850	862	988	296	455	210	245	159	1499	1340	623	717	397	575	1191	547	644	1190	557	633	149	76	73	106	52	54	88.12	2.59	1802	15	7	8	31	587	1488	975	92	423	6	4	2	86	41	45	2	1	1	9	14	6	8	5	136	53	83	74	36	38	608	297	311	397	180	217	247	106	141	7.19	7	7.36	6	2	4	0	0	0	6	2	4	12	423	360	63	2086	1792	294	415	415	2090	5.04	1.16	409	4	100	313	17	33	363	393	402	6	402	11	404	388	0	1	408	380	348	38	
01	Aguascalientes	001	Aguascalientes	0239	Gral. José Ma. Morelos y Pavón (Cañada Honda)	1021210   	220001    	1910      	2233	1018	1215	248	131	117	734	378	356	55	1972	880	1092	289	431	220	211	142	1628	1486	633	853	511	706	1352	570	782	1330	568	762	134	63	71	90	41	49	83.79	2.42	1813	136	16	120	19	554	1658	825	562	300	6	2	4	46	26	20	0	0	0	3	9	5	4	6	306	80	226	62	32	30	458	218	240	412	196	216	533	181	352	8.82	8.36	9.16	11	7	4	0	0	0	11	7	4	36	474	386	88	2117	1820	297	474	473	2129	4.50	1.04	464	6	107	362	11	43	415	454	460	9	452	18	464	442	0	9	455	428	396	123	
01	Aguascalientes	001	Aguascalientes	0253	Los Lirios	1022038   	215232    	1850      	8	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0256	La Loma de los Negritos	1022100   	215214    	1880      	1377	690	687	185	92	93	539	276	263	37	1166	585	581	220	317	164	153	97	909	812	401	411	268	350	750	370	380	714	351	363	62	31	31	40	19	21	100.44	2.82	1141	12	5	7	10	454	893	666	6	223	2	1	1	45	21	24	1	0	1	6	16	5	11	10	52	19	33	50	25	25	370	173	197	307	162	145	75	37	38	6.91	6.90	6.93	0	0	0	0	0	0	0	0	0	0	281	225	56	1351	1091	260	280	280	1377	4.92	1.35	269	4	82	192	13	42	219	260	268	6	255	16	273	252	0	1	269	257	231	25	
01	Aguascalientes	001	Aguascalientes	0265	El Malacate	1021410   	215021    	1940      	160	73	87	24	10	14	68	28	40	4	136	63	73	25	40	17	23	15	107	92	45	47	36	40	85	43	42	82	39	43	7	2	5	3	1	2	83.91	2.69	128	6	4	2	0	33	127	53	0	74	0	0	0	22	11	11	0	0	0	0	4	1	3	4	4	2	2	15	9	6	49	24	25	22	10	12	0	0	0	5.44	5.35	5.53	0	0	0	0	0	0	0	0	0	0	32	29	3	160	146	14	32	32	160	5	1.93	31	1	14	18	6	10	16	19	17	15	9	23	29	5	1	0	30	28	22	0	
01	Aguascalientes	001	Aguascalientes	0270	La Mascota	1022035   	215356    	1880      	31	15	16	3	1	2	10	5	5	0	24	12	12	6	7	4	3	1	18	17	8	9	4	8	14	5	9	15	8	7	3	3	0	2	2	0	93.75	1.56	22	1	0	1	0	0	27	12	0	12	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	5	2	3	8	4	4	10.18	9.88	10.44	0	0	0	0	0	0	0	0	0	0	7	6	1	27	21	6	8	8	31	3.88	1	7	0	2	5	1	1	5	7	7	0	7	0	7	7	0	0	7	6	6	1	
01	Aguascalientes	001	Aguascalientes	0272	Matamoros	1020417   	214717    	1990      	239	108	131	23	10	13	73	34	39	7	214	98	116	29	43	18	25	14	178	164	74	90	68	76	149	67	82	136	56	80	15	7	8	9	4	5	82.44	2.71	209	1	0	1	2	113	124	31	1	92	1	1	0	36	12	24	0	0	0	1	1	1	0	0	6	3	3	28	10	18	72	39	33	64	25	39	0	0	0	5.40	5.16	5.59	0	0	0	0	0	0	0	0	0	0	45	38	7	239	211	28	45	45	239	5.31	1.48	41	4	13	32	0	10	35	25	45	0	9	36	45	9	0	2	43	37	30	0	
01	Aguascalientes	001	Aguascalientes	0279	El Mirador	1021959   	213842    	1855      	14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0283	El Molino	1022101   	215023    	1860      	13	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0285	Montoro	1021738   	214633    	1850      	3	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0291	Los Negritos	1022033   	215221    	1850      	85	47	38	7	4	3	26	16	10	1	78	43	35	14	18	11	7	4	63	59	31	28	16	21	55	29	26	53	28	25	4	2	2	2	1	1	123.68	3.75	78	0	0	0	0	28	57	34	6	17	0	0	0	3	1	2	0	0	0	0	1	0	1	1	3	2	1	2	0	2	32	15	17	18	10	8	6	5	1	6.79	7.80	5.71	0	0	0	0	0	0	0	0	0	0	22	19	3	85	78	7	21	21	85	4.05	1.13	21	0	9	12	0	6	15	21	21	0	21	0	20	20	0	0	20	19	17	2	
01	Aguascalientes	001	Aguascalientes	0292	El Niágara (Rancho el Niágara)	1022227   	214647    	1820      	395	193	202	42	22	20	126	63	63	5	349	170	179	41	79	38	41	38	303	265	129	136	67	102	228	104	124	244	118	126	37	25	12	24	17	7	95.54	2.94	338	0	0	0	11	150	244	145	27	72	1	1	0	23	13	10	0	0	0	1	7	3	4	6	12	6	6	11	7	4	146	69	77	82	46	36	21	4	17	6.19	5.82	6.54	1	0	1	0	0	0	1	0	1	5	95	84	11	395	360	35	93	93	395	4.25	1.10	91	2	23	70	1	9	83	87	93	0	86	7	93	86	0	2	89	85	70	3	
01	Aguascalientes	001	Aguascalientes	0293	Norias de Ojocaliente	1021256   	215322    	1940      	3060	1516	1544	444	219	225	1310	655	655	96	2582	1283	1299	511	770	390	380	259	1975	1716	847	869	589	734	1570	773	797	1502	745	757	146	74	72	100	49	51	98.19	3.36	2486	34	16	18	7	1224	1791	496	41	1265	12	10	2	171	88	83	1	1	0	11	64	37	27	53	81	27	54	93	45	48	1043	519	524	334	164	170	118	58	60	6	5.96	6.04	10	4	6	0	0	0	8	3	5	14	599	499	100	3047	2612	435	600	600	3060	5.10	1.70	516	78	251	340	78	157	356	495	471	118	473	107	574	414	12	18	561	442	399	6	
01	Aguascalientes	001	Aguascalientes	0296	El Ocote	1023105   	214652    	2020      	225	126	99	13	10	3	66	41	25	6	211	116	95	28	47	26	21	19	177	158	85	73	49	51	130	66	64	138	76	62	28	19	9	21	12	9	127.27	3.56	206	0	0	0	1	104	121	36	3	81	1	1	0	22	11	11	0	0	0	0	2	2	0	2	6	4	2	22	12	10	91	49	42	41	21	20	3	2	1	5.31	5.29	5.33	0	0	0	0	0	0	0	0	0	0	55	45	10	225	199	26	52	52	225	4.33	1.03	50	2	20	32	2	8	42	40	50	2	41	10	51	40	0	2	49	43	41	0	
01	Aguascalientes	001	Aguascalientes	0297	Comunidad el Rocío	1021418   	215241    	1930      	299	132	167	37	14	23	118	47	71	15	261	117	144	48	66	22	44	18	198	180	84	96	61	83	162	74	88	151	68	83	18	10	8	8	4	4	79.04	2.88	243	1	1	0	0	87	202	76	5	121	1	1	0	25	10	15	0	0	0	1	4	0	4	3	17	9	8	17	8	9	94	50	44	33	11	22	20	8	12	5.88	5.47	6.25	0	0	0	0	0	0	0	0	0	0	62	49	13	299	248	51	59	59	299	5.07	1.66	53	4	21	36	9	12	36	56	50	7	54	3	54	49	0	2	53	45	45	1	
01	Aguascalientes	001	Aguascalientes	0309	Las Palomas	1022137   	215334    	1880      	14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0315	Peñuelas (El Cienegal)	1021633   	214321    	1870      	1472	724	748	185	95	90	511	271	240	31	1282	626	656	195	295	161	134	100	1056	956	450	506	284	413	861	403	458	874	404	470	95	47	48	60	33	27	96.79	2.75	1240	34	14	20	4	357	1111	936	24	159	1	1	0	39	20	19	0	0	0	0	7	3	4	7	68	34	34	43	24	19	372	177	195	376	165	211	162	82	80	7.72	7.79	7.66	6	5	1	0	0	0	6	5	1	15	346	291	55	1468	1286	182	328	328	1472	4.49	1.17	323	2	80	245	12	36	277	319	318	7	317	8	324	311	1	2	323	309	261	46	
01	Aguascalientes	001	Aguascalientes	0329	Presa de Guadalupe	1021855   	214555    	1840      	11	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0336	Soledad de Arriba	1020618   	214704    	2000      	20	9	11	3	2	1	7	5	2	0	17	7	10	1	4	3	1	3	16	13	4	9	2	7	13	4	9	13	4	9	0	0	0	0	0	0	81.82	2.20	16	0	0	0	1	14	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	3	1	2	6	2	4	4	1	3	9	8	9.33	0	0	0	0	0	0	0	0	0	0	5	4	1	20	18	2	5	5	20	4	1.18	5	0	2	3	0	1	4	5	5	0	5	0	5	5	0	0	5	5	5	0	
01	Aguascalientes	001	Aguascalientes	0340	La Puerta (Granjas Cariñán)	1022244   	215309    	1900      	45	23	22	7	3	4	18	7	11	0	38	20	18	4	11	4	7	7	34	27	16	11	11	10	25	15	10	21	10	11	2	1	1	2	1	1	104.55	3.29	38	0	0	0	0	0	45	39	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	17	9	8	3	2	1	7	5	2	6.96	7.13	6.73	0	0	0	0	0	0	0	0	0	0	9	9	0	45	45	0	9	9	45	5	1.50	9	0	2	7	0	0	9	8	0	9	8	1	9	0	0	0	9	7	6	2	
01	Aguascalientes	001	Aguascalientes	0345	El Refugio de Peñuelas	1021720   	214259    	1860      	1473	707	766	192	100	92	564	281	283	33	1276	605	671	225	339	161	178	114	1018	904	424	480	251	400	813	380	433	827	386	441	91	44	47	64	34	30	92.30	2.54	1236	34	17	17	1	396	1063	848	26	189	3	2	1	28	11	17	0	0	0	3	18	10	8	15	53	26	27	34	16	18	408	188	220	349	169	180	109	50	59	7.19	7.16	7.22	1	1	0	0	0	0	1	1	0	0	315	266	49	1469	1279	190	312	312	1473	4.72	1.21	303	8	83	228	14	41	256	297	302	8	292	16	305	285	0	5	304	285	261	33	
01	Aguascalientes	001	Aguascalientes	0353	El Rodeo	1022014   	215313    	1890      	4	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	001	Aguascalientes	0355	El Salto de los Salado	1022240   	214521    	1820      	1239	629	610	114	63	51	411	229	182	25	1112	560	552	176	272	149	123	96	911	815	394	421	254	337	730	353	377	720	341	379	85	41	44	60	31	29	103.11	3.30	1061	6	3	3	31	468	764	204	54	504	2	1	1	34	13	21	0	0	0	7	17	11	6	10	44	20	24	42	18	24	491	253	238	167	78	89	90	39	51	6.41	6.29	6.54	6	3	3	0	0	0	6	3	3	22	288	240	48	1235	1073	162	284	284	1239	4.36	1.13	276	3	77	202	7	38	234	263	276	3	258	18	276	255	0	2	275	253	229	30	
01	Aguascalientes	001	Aguascalientes	0357	Norias del Paso Hondo	1021232   	215141    	1950      	2119	1076	1043	318	164	154	938	487	451	68	1783	902	881	382	552	282	270	170	1333	1163	579	584	375	501	1088	535	553	1040	519	521	75	44	31	45	26	19	103.16	2.98	1700	73	40	33	2	747	1339	591	15	737	20	15	5	135	73	62	10	6	4	14	47	23	24	33	36	9	27	127	69	58	754	387	367	232	98	134	45	22	23	5.37	5.15	5.57	2	2	0	0	0	0	1	1	0	4	453	384	69	2107	1811	296	441	441	2119	4.80	1.80	308	126	209	226	83	120	232	356	198	235	256	168	387	163	25	24	390	296	248	4	
01	Aguascalientes	001	Aguascalientes	0362	Granja San Antonio	1022205   	215358    	1880      	8	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
